"id";"creator";"collection";"resource_type";"conservation_institution";"contributor";"archival_reference";"Date";"extent";"ornamental_motif";"folio";"related_dataset_id";"incipit";"inscription";"source";"files";"note";"timel_nature_place";"timel_object_architecture";"timel_character";"timel_subject";"timel_thema";"place_geonames_id";"title"
"REG_00860";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"205R";"REG_00859|REG_00856";;;"ezechiel";"reginenses/REG_00856.tif|reginenses/REG_00857.tif|reginenses/REG_00858.tif|reginenses/REG_00859.tif|reginenses/REG_00860.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-awcwfwri|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vhj2urqn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zpykzvd3";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-qcxhde3e";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-lu2xkkjx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-anhzraqq";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kc5ukqpv|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5";2988507;"Bible moralisée en français"
"REG_00865";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"215V";"REG_00864|REG_00861";;;"daniel";"reginenses/REG_00861.tif|reginenses/REG_00862.tif|reginenses/REG_00863.tif|reginenses/REG_00864.tif|reginenses/REG_00865.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6u6wwwq9|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sfrtbltu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-jvkbabpi";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zuecdty7|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dmmjw66x|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-79hdsjl7|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bsmbjqgw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-trtnhhdd|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9nmhlg7x|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dlnyl5hq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-n8tn2fjo";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wzd3pgiz";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wessg6gv|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kgksjk9x|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fsnskbgl|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mzn59lpy|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-c8mjlvgq";2988507;"Bible moralisée en français"
"REG_00871";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"221R";"REG_00866|REG_00869";;;"amos|jonas";"reginenses/REG_00866.tif|reginenses/REG_00867.tif|reginenses/REG_00868.tif|reginenses/REG_00869.tif|reginenses/REG_00870.tif|reginenses/REG_00871.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dcpddw8q|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xniekuel";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-97nmcjou";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7hkxjhwy|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-z4xeu7xc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-b4hlqtfu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bw9v7uzm";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg8vhxe3|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq";2988507;"Bible moralisée en français"
"REG_00874";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"222R";"REG_00873|REG_00872";;;"nahum";"reginenses/REG_00872.tif|reginenses/REG_00873.tif|reginenses/REG_00874.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-quabd8ga|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ivsdfebq";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ojxxmrnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-u3xudkqx";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg8vhxe3|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eiugmfdk";2988507;"Bible moralisée en français"
"REG_00877";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"222V";"REG_00876|REG_00875";;;"habaquq";"reginenses/REG_00875.tif|reginenses/REG_00876.tif|reginenses/REG_00877.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-jvkbabpi";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fsnskbgl|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg8vhxe3";2988507;"Bible moralisée en français"
"REG_00880";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"225R";"REG_00879|REG_00878";;;"malachie";"reginenses/REG_00878.tif|reginenses/REG_00879.tif|reginenses/REG_00880.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-txhjag8y";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-krbr2ckj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pggyeffj";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mec47jx4";2988507;"Bible moralisée en français"
"REG_00885";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"225V";"REG_00884|REG_00881";;;"maccabees";"reginenses/REG_00881.tif|reginenses/REG_00882.tif|reginenses/REG_00883.tif|reginenses/REG_00884.tif|reginenses/REG_00885.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ourzz25h|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wyrjsgnx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-i94jpy9p";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-smnd2nxq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dxvq4qgr|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ezdizhcw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-4sgatl2w|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xcfklbqt";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-rccuwnyl|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9orktf5u|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-4i6tpwwx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-efvqujfg";2988507;"Bible moralisée en français"
"REG_00890";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"242R";"REG_00889|REG_00886";;;"evangiles synopsis";"reginenses/REG_00886.tif|reginenses/REG_00887.tif|reginenses/REG_00888.tif|reginenses/REG_00889.tif|reginenses/REG_00890.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-i94jpy9p|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cgt9cj5q";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xmz3snk2";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-va8m9uxx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ljsuoykc";2988507;"Bible moralisée en français"
"REG_00895";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"274R";"REG_00894|REG_00891";;;"actes des apotres";"reginenses/REG_00891.tif|reginenses/REG_00892.tif|reginenses/REG_00893.tif|reginenses/REG_00894.tif|reginenses/REG_00895.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-quabd8ga|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-iganrttd|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dmmjw66x|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pbkskvzj";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-efvqujfg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zdcg2u42|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wtnt2nl3";2988507;"Bible moralisée en français"
"REG_00898";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"292R";"REG_00896";;;"epitres de s. paul";"reginenses/REG_00896.tif|reginenses/REG_00897.tif|reginenses/REG_00898.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-yeqsgfda|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sfrtbltu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bsmbjqgw";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-efvqujfg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wtnt2nl3";2988507;"Bible moralisée en français"
"REG_00902";"gahom";"REG. LAT. 25";"images_fixes|enluminures";"vatican";;"REG. LAT. 25";"1375/1424";"425X300";"Marge|Végétal";"303R";"REG_00899";;;"apocalypse";"reginenses/REG_00899.tif|reginenses/REG_00900.tif|reginenses/REG_00901.tif|reginenses/REG_00902.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg4wybom|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-jvkbabpi|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mqvexyu4|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zf7ytupa|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7advce4a|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-plrrtcuh|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sfrtbltu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ezdizhcw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bsmbjqgw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-rd87kvu5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-79hdsjl7|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg8vhxe3|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s";2988507;"Bible moralisée en français"
"REG_00909";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Marge|Armoiries|Zoomorphe|Végétal";"1R";"REG_00904";;;"proverbes";"reginenses/REG_00904.tif|reginenses/REG_00905.tif|reginenses/REG_00906.tif|reginenses/REG_00907.tif|reginenses/REG_00908.tif|reginenses/REG_00909.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-y48hqvsm|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bcmcfuzn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-garwvktz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-acpsxfaz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ivsdfebq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-nbx9bzha";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uxs3dmvk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-o22sq8nn|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-h5p48lfk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-b4hlqtfu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-axcjp8jc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kgblaf2c";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mg8vhxe3|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-er7b9xjh|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dakjs3w|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-l5texchk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ymenrpoz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eiugmfdk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5";2988507;"Bible en français"
"REG_00912";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"16R";"REG_00911|REG_00910";;;"ecclesiaste";"reginenses/REG_00910.tif|reginenses/REG_00911.tif|reginenses/REG_00912.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-bqscor5q";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-acpsxfaz";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uxs3dmvk";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-gk8dqj7t";;2988507;"Bible en français"
"REG_00915";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"20V";"REG_00914|REG_00913";;;"cantique descantiques";"reginenses/REG_00913.tif|reginenses/REG_00914.tif|reginenses/REG_00915.tif";;;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hwbpfzqq";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pphjzwxj";2988507;"Bible en français"
"REG_00918";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"23R";"REG_00917|REG_00916";;;"livre de la sagesse";"reginenses/REG_00916.tif|reginenses/REG_00917.tif|reginenses/REG_00918.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-sz7srifg";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wdxn3qrx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-uxs3dmvk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pggyeffj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-axcjp8jc";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dakjs3w";2988507;"Bible en français"
"REG_00921";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"31V";"REG_00920|REG_00919";;;"ecclesiastique";"reginenses/REG_00919.tif|reginenses/REG_00920.tif|reginenses/REG_00921.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-cuqtzlfj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-4v7quycz";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s";2988507;"Bible en français"
"REG_00924";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"56V";"REG_00923|REG_00922";;;"isaie";"reginenses/REG_00922.tif|reginenses/REG_00923.tif|reginenses/REG_00924.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-icnjfnvn";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-fkjmdoj5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hy6j8pvu";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mtne6gd2|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6m8nrco5|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wl56e2kt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-2ujduhzq";2988507;"Bible en français"
"REG_00927";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"86R";"REG_00926|REG_00925";;;"jeremie";"reginenses/REG_00925.tif|reginenses/REG_00926.tif|reginenses/REG_00927.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6pbjxilu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-txhjag8y|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-mcyjt54t";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wa42chtx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ao9wtg4s|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3jv6cemc";2988507;"Bible en français"
"REG_00930";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"119R";"REG_00929|REG_00928";;;"lamentations";"reginenses/REG_00928.tif|reginenses/REG_00929.tif|reginenses/REG_00930.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-yvakcef7";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ghihzzvb|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vkekjzsk";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wa42chtx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-vr6r7ms3";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-paqfuwih";2988507;"Bible en français"
"REG_00933";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"122V";"REG_00932|REG_00931";;;"baruch";"reginenses/REG_00931.tif|reginenses/REG_00932.tif|reginenses/REG_00933.tif";;;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-havgveuu";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-dex6zaap|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-pggyeffj";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-l5texchk|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9dakjs3w";2988507;"Bible en français"
"REG_00936";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"126V";"REG_00935|REG_00934";;;"ezechiel";"reginenses/REG_00934.tif|reginenses/REG_00935.tif|reginenses/REG_00936.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-awcwfwri|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zk5macbs|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-eqnskbnq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3kaurvkz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-6dqqjsez";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7schjv64|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ourzz25h";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-lu2xkkjx|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-wqg2nktt|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ufpdajh6|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xfrkgdxw|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-3axmqq3f";2988507;"Bible en français"
"REG_00939";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"155R";"REG_00938|REG_00937";;;"daniel";"reginenses/REG_00937.tif|reginenses/REG_00938.tif|reginenses/REG_00939.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kancnlxz|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7pcemhvf";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-9nmhlg7x|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zbx4epnj";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-43nkeriq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-kfvup8ux|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-zfzteado";2988507;"Bible en français"
"REG_00942";"gahom";"REG. LAT. 26";"images_fixes|enluminures";"vatican";;"REG. LAT. 26";"1275/1324";"390X270";"Lettre historiée|Végétal";"167V";"REG_00941|REG_00940";;;"osee";"reginenses/REG_00940.tif|reginenses/REG_00941.tif|reginenses/REG_00942.tif";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-hvmbbgkw";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-97nmcjou";"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-7hkxjhwy|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-xealmd2j|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-z4xeu7xc|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-b4hlqtfu|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-msrzrwxs";;"http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-raszqepq|http://data.ehess.fr/thes/timel/medieval/doi:10.34817/tm-ustoeplj";2988507;"Bible en français"
